genre,question,answer,a,b,c,d
animals,"If you happen to be near a big cat (e.g. lion, tiger, lynx) that seems to be about to attack you, which of the following shouldn’t you do in any case?",2,Scream and shout,Try to look larger than you really are,Turn back and run,Stare at its eyes
animals,"Although only a small percent of scorpions are venomous to people, 800 to 2000 human deaths each year are caused by scorpions. During which part of the day are these creatures most active?",3,Morning,All day,Noon,Night
animals,Which of the following statements about snakes is not true?,3,Snakes can strike upto half their length.,A fully grown king cobra can rear up so it looks a human in the eyes.,Not all venomous snakes are capable of killing a man.,Snakes will attack almost always they sense the presence of a human.
animals,"Surprisingly, the number one killer among animals with about 2-3 million human fatalities a year is a tiny insect. Which is it?",1,Bee,Mosquito,Tsetse fly,Wasp
animals,How many species of rhinoceros survive in the wild?,1,2,5,4,3
animals,Which of these is NOT a species of rhinoceros?,0,African Rhino,Indian Rhino,Javan Rhino,Sumatran Rhino
animals,"Throughout the period from the 1970s to the end of the 20th century, the rhinoceros numbers declined by approximately what percentage?",1,50%,90%,60%,75%
animals,What is the life span of a rhino?,1,15 years,40 years,20 years,30 years
animals,What is the gestation period of a rhino?,1,12 months,16 months,20 months,24 months
animals,What is the #1 reason for the rhinos decline worldwide?,3,Disease,Farming,Predators,Poaching
animals,Hyenas are most closely related to what creatures?,3,Badger,Bears,Cats,Mongoose
animals,In which of these African environments are hyenas NOT found?,0,Desert,Forests,Mountains,Grasslands
animals,Which of these is not a species of hyena?,2,Brown,Striped,Golden,Spotted
animals,What is a group of hyenas called?,3,Pack,Posse,Giggle,Clan
animals,What country was home to the Moa?,0,New Zealand,Puerto Rico,Indonesia,Madagascar
animals,How many species of Moa are known to have existed?,3,3-5,5-7,10-13,11-15
animals,What was the main reason for the extinction of the Moa?,0,It was hunted by man for food.,There was not enough room on the island for so many large birds,It could easily be caught by predators.,It got to large to support itself.
animals,What animal was the number one predator of the Moa?,1,They had no predator they were too large,An extinct species of eagle,An extinct species of lion,An extinct species of wolf
animals,In what year were the first Moa remains discovered by Europeans?,2,1765,1857,1839,1724
animals,Which of these European countries is not home to any wild native reindeer?,1,Finland,Switzerland,Russia,Scotland
animals,Approximately how many miles per year can the North American caribou travel?,2,"11,000","1,000","3,000","7,000"
animals,Approximately how many reindeer live in Eurasia?,1,10 million,5 million,15 million,1 million
animals,Which of these is not a species of reindeer?,1,Woodland carribou,Northern caribou,Arctic reindeer,Mountain reindeer
animals,How many species of pigeons and doves exist?,2,200,375,300,250
animals,Why are pigeon nests or eggs rarely seen?,0,Pigeons are cliff dwellers and build their nests in high places.,Pigeons do their best to conceal nests.,Pigeons are picky and only build nests high up in certain types of trees.,Pigeons dont build nests.
animals,What is the common name for the pigeon that we see in the city streets and in our backyards?,1,Mourning Dove,Rock Dove,Common Dove,Fancy Dove
animals,Dinosaurs lived during which geologic era?,3,Cretazoic,Protozoic,Holozoic,Mesozoic
animals,The word dinosaur is a combination of two Greek words. One word  means lizard. What does the other word mean?,0,Terrifying,Herbivorous,Godlike,Beautiful
animals,"Name the theropod dinosaur with a long head, flat snout, and large sickle-shaped claw on the second toe of each foot.",1,Stegosaurus,Velociraptor,Tyrannosaur,Raptor
animals,Name the prehistoric reptile of the late Jurassic and Cretaceous period with featherless wing membrane.  It is believed this reptile flew.,3,Bronchialsaurus,Accipitridae Raptor,dactylic raptor,Pterodactyl
animals,"The name brontosaurus is derived from the Greek words sauros, which means lizard, combined with another word. What does the word bronte mean?",3,Large,Long neck,Poetic,Thunder or roar
animals,Which of these dinosaurs had dorsal plates and spikes?,3,Heloderma  suspectum,H. horridum,Hydrodamalis gigans,Stegosaurus
animals,"According to history/science/geology, dinosaurs became extinct approximately how many years ago?",3,10 million,25 million,80 million,65 million
animals,"This reptile, endemic to new Zealand, is the only surviving rhynchocephalian.",3,Perisssodactyl,None of these,Kephalosaurus,Tuatara
animals,"Which one of these movies tells the story of Littlefoot, an Apatosaurus in search of the Great Valley where dinosaurs can live in peace?",3,Walking With Dinosaurs,Jurassic Park,King Kong,The Land Before Time
animals,Which of these books about prehistoric animals and dinosaurs was written by Arthur Conan Doyle?,3,Dinosaur Planet,Jurassic Park,Dinotopia,The Lost World
animals,"In the 1980s, who voiced the character of Dino, the pet dinosaur in the animated series The Flintstones?",1,Frank Welker,Mel Blanc,Jean Vander Pyl,Alan Reed
animals,"In the book Jurassic Park, the fictional island Isla Nublar, where recreated dinosaur species live, is situated in which part of the world?",0,Near Costa Rica,Near Japan,Near Chile,Near Spain
animals,"The BBC series Walking with Dinosaurs, which won three Emmy Awards, consisted of how many parts?",2,12,3,6,2
animals,The design of the Japanese fictional monster Godzilla was based on the characteristics of which dinosaur?,1,Stegosaurus,All of these,Tyrannosaurus,Iguanodon
animals,"In the cartoon Dinosaucers, Bronto Thunder is what kind of dinosaur?",0,An evolved Apatosaurus,An evolved Stegosaurus,An evolved Archaeopteryx,An evolved Triceratops
animals,"What is Dinotopia, the fictional place where humans and dinosaurs live together in James Gurneys books and Hallmarks mini series?",1,A planet,A hidden island,A mountain,A large volcano
animals,What kind of celestial body is the 9949 Brontosaurus?,0,Asteroid,Planet,Star,Black hole
animals,"What is the meaning of the term Triceratops, referring to a dinosaur genus discovered in 1888 in North America?",3,Three heads,Beast with three tails,Three-tongued beast,Three horns on the face
animals,Which one of these dinosaurs was bigger than a dog?,3,Saltopus,Parvicursor,Microraptor,Triceratops
animals,"In the scientific classification of animals, what does the term Dinosauria signify?",1,A family,A superorder,A genus,A kingdom
animals,"Fossils of a Velociraptor attacking a Protoceratops, proving that dinosaurs attacked and ate each other, were discovered in which part of the world in 1971?",1,Death Valley,The Gobi Desert,The Balkans,"Bernissart, Belgium"
animals,Which one of these dinosaurs was carnivorous?,0,Eoraptor,Diplodocus,Maiasaura,Triceratops
animals,Which one of these dinosaurs was herbivorous?,1,Velociraptor,Protoceratops,Tyrannosaurus,Allosaurus
animals,No dinosaur fossils have been found on which one of these continents?,3,Antarctica,Europe,Africa,None of these
animals,How many fingers did the Tyrannosaurus rex have on its forelimbs?,3,4,3,5,2
animals,The first evidence of herding behaviour among dinosaurs was discovered in 1878 in which part of the world?,2,USA,Argentina,Belgium,China
animals,"Which one of these statements about the Seismosaurus, the Earth-shaking lizard, is wrong?",2,It could reach 33 meters in length.,It was recognized as a species in 1991.,Its hind legs were shorter than its front legs.,It was herbivorous.
animals,How long is the average lifespan of an elephant?,0,70 years,15 years,110 years,35 years
animals,Until what age can the female elephant (called a cow) produce offspring?,0,50 years,15 years,75 years,7 years
animals,"Elephants express joy by spinning in circles, trumpeting, roaring, screaming, urinating, and flapping their ears. In which of these cases will an elephant not act this way?",2,when meeting a friend (elephant or human),when playing games,after the death of an elderly elephant,after the birth of a new baby elephant
animals,How many species of elephant exist today?,3,1,6,5,3
animals,How many individual muscles are in an elephants trunk?,2,"2,000","10,000","40,000",500
animals,"Elephants intertwine their trunks with the trunks of other elephants, much like a handshake. What does an elephant not do with its trunk?",1,caress a baby elephant,drink through it like through a straw,place food in their mouth,grab enemies and fling them away
animals,"Elephants spend 16 hours a day collecting and eating food, an average of 400 lbs of food a day. But their bodies do not digest 100% of the food. How much of the food does the elephants body digest?",0,40%,80%,60%,20%
animals,"It has been reported that in the period 1992-2008, Ringling Bros. and Barnum  Bailey Circus had at least this many elephant deaths caused by abuse and neglect.",0,24,0,1,7
animals,Through what body part can an elephant NOT hear?,1,feet,skin,trunk,ears
animals,"In Islamic history, 570 A.D. was The Year of the Elephant. Which of these happened in that year?",2,The Qur’an was written in book form,Muhammad received his first revelation,Muhammad was born,Muhammad became ill and died
animals,Which is true about elephants?,3,The elephant is a good jumper.,The elephant is not a protected species.,An elephants skin is 2.5 inches thick.,The elephant is a good swimmer.
animals,What is the only marsupial in the world that has a backwards pouch?,3,kangaroo,echidna,koala,wombat
animals,"This reef, that extends along the east coast of Australia, is home to countless animals and is considered one of the wonders of the natural world.",0,Great Barrier Reef,Division Reef,Australia Reef,Surfer Reef
animals,"The female of this species is sometimes called a Blue Flyer, because of its bluish coloration.",2,white heron,emu,red kangaroo,kookaburra
animals,Which one of these is NOT a type of wombat?,2,Common,Southern Hairy Nosed,Arid Central,Northern Hairy Nosed
animals,The echidnas diet consists mainly of this group of animals.,1,Mammals,Insects,Fish,Birds
animals,"Where does the kookaburra, a common Australian bird, get its name from?",1,The food it eats,The aboriginal name for it,Its appearance,The sound it makes
animals,Which of these animals is NOT native to Australia?,2,Frilled-neck lizard,Kangaroo,Dingo,Bilby
animals,What does the word Triceratops mean?,3,Three Big Horns,Big Horned Beast,Three Horned Head,Three Horned Face
animals,How much is Triceratops thought to have weighed?,0,"Between 13,000 and 26,000 lbs","Between 1,000 and 9,000 lbs","Between 50,000 and 75,000 lbs","Between 110,000 and 140,000 lbs"
animals,In what year was Triceratops first discovered?,1,1894,1888,1885,1906
animals,Triceratops is the official State Dinosaur of which state?,2,Utah,Oregon,Wyoming,Nevada
animals,It is thought that Triceratops was able to run how fast?,1,40 mph,15 mph,20 mph,30 mph
animals,What does the word “mantis” mean?,2,Savage insect,Killer or hunter,Prophet or fortuneteller,Leaflike
animals,In what year was the Praying mantis placed on the Endangered Species List?,3,1972,1970,1974,1976
